city_1;city_2;distance;required_permit
Grevenbroich;Hückelhoven;32;F23
Grevenbroich;Hürth;35;NONE
Grevenbroich;Jülich;34;F23
Grevenbroich;Kaarst;19;NONE
Grevenbroich;Kempen;43;F23
Grevenbroich;Kerpen;34;F23
Grevenbroich;Korschenbroich;15;F23
Grevenbroich;Krefeld;36;NONE
Grevenbroich;Langenfeld;41;F23
Grevenbroich;Leichlingen;50;F23
Grevenbroich;Leverkusen;42;NONE
Grevenbroich;Meerbusch;27;NONE
Grevenbroich;Mettmann;41;NONE
Grevenbroich;Mönchengladbach;18;F23
Grevenbroich;Nettetal;42;F23
Grevenbroich;Neuss;17;F23
Grevenbroich;Pulheim;20;F23
Grevenbroich;Ratingen;35;NONE
Grevenbroich;Tönisvorst;34;F23
Grevenbroich;Viersen;25;F23
Grevenbroich;Wegberg;30;NONE
Grevenbroich;Willich;26;F23
Grevesmühlen;Grömitz;64;A38
Grevesmühlen;Lübeck;36;NONE
Grevesmühlen;Ratekau;37;A38
Grevesmühlen;Ratzeburg;50;A38
Grevesmühlen;Scharbeutz;37;NONE
Grevesmühlen;Schwerin;34;NONE
Grevesmühlen;Stockelsdorf;40;A38
Grevesmühlen;Timmendorfer Strand;33;NONE
Grevesmühlen;Wismar;22;A38
Griesheim;Groß-Gerau;10;K62
Griesheim;Groß-Umstadt;30;NONE
Griesheim;Groß-Zimmern;21;K62
Griesheim;Hattersheim;36;K62
Griesheim;Heppenheim;30;K62
Griesheim;Heusenstamm;36;K62
Griesheim;Hochheim am Version3.Main;30;K62
Griesheim;Hofheim;39;K62
Griesheim;Höchst im Odenwald;39;K62
Griesheim;Kelkheim (Taunus);46;NONE
Griesheim;Kelsterbach;30;K62
Griesheim;Kriftel;38;K62
Griesheim;Lampertheim;39;NONE
Griesheim;Lorsch;29;K62
Griesheim;Mainz;33;NONE
Griesheim;Mörfelden-Walldorf;22;NONE
Griesheim;Mörlenbach;41;K62
Griesheim;Nauheim;15;K62
Griesheim;Neu Isenburg;32;K62
Griesheim;Nieder-Olm;34;K62
Griesheim;Ober-Ramstadt;17;NONE
Griesheim;Obertshausen;44;K62
Griesheim;Pfungstadt;9;K62
Griesheim;Raunheim;27;K62
Griesheim;Reinheim;23;K62
Griesheim;Rodgau;37;K62
Griesheim;Roßdorf;15;K62
Griesheim;Rüsselsheim;22;NONE
Griesheim;Seeheim-Jugenheim;17;NONE
Griesheim;Seligenstadt;42;K62
Griesheim;Steinbach am Taunus;41;NONE
Griesheim;Trebur;17;NONE
Griesheim;Weiterstadt;7;K62
Griesheim;Wiesbaden;41;K62
Griesheim;Worms;41;K62
Grimma;Leipzig;34;NONE
Grimma;Markkleeberg;29;NONE
Grimma;Mittweida;40;F24
Grimma;Nobitz;39;F24
Grimma;Oschatz;32;NONE
Grimma;Taucha;28;F24
Grimma;Wurzen;17;F24
Gronau;Neuenhaus;38;F23
Gronau;Nordhorn;27;NONE
Gronau;Rheine;39;F23
Gronau;Schüttorf;25;NONE
Gronau;Steinfurt;25;NONE
Groß Kreutz;Ludwigsfelde;47;F24
Groß Kreutz;Michendorf;23;F24
Groß Kreutz;Nauen;35;NONE
Groß Kreutz;Potsdam;24;NONE
Groß Kreutz;Premnitz;40;NONE
Groß Kreutz;Schönwalde-Siedlung;40;F24
Groß Kreutz;Stahnsdorf;37;NONE
Groß Kreutz;Teltow;41;F24
Groß Kreutz;Trebbin;46;NONE
Groß Kreutz;Treuenbrietzen;45;F24
Groß Kreutz;Wustermark;29;F24
Groß-Gerau;Groß-Umstadt;37;NONE
Groß-Gerau;Groß-Zimmern;28;NONE
Groß-Gerau;Hattersheim;27;K62
Groß-Gerau;Heppenheim;38;NONE
Groß-Gerau;Heusenstamm;33;NONE
Groß-Gerau;Hochheim am Version3.Main;18;K62
Groß-Gerau;Hofheim;30;K62
Groß-Gerau;Ingelheim;36;NONE
Groß-Gerau;Kelkheim (Taunus);36;K62
Groß-Gerau;Kelsterbach;21;K62
Groß-Gerau;Kriftel;29;NONE
Groß-Gerau;Kronberg;40;K62
Groß-Gerau;Königstein im Taunus;39;K62
Groß-Gerau;Lorsch;37;K62
Groß-Gerau;Mainz;20;NONE
Groß-Gerau;Mörfelden-Walldorf;13;NONE
Groß-Gerau;Nauheim;5;K62
Groß-Gerau;Neu Isenburg;24;K62
Groß-Gerau;Nieder-Olm;30;K62
Groß-Gerau;Niedernhausen;35;NONE
Groß-Gerau;Ober-Ramstadt;25;NONE
Groß-Gerau;Obertshausen;36;NONE
Groß-Gerau;Oberursel;45;K62
Groß-Gerau;Pfungstadt;21;K62
Groß-Gerau;Raunheim;18;K62
Groß-Gerau;Reinheim;31;K62
Groß-Gerau;Rodgau;36;NONE
Groß-Gerau;Roßdorf;22;K62
Groß-Gerau;Rüsselsheim;13;NONE
Groß-Gerau;Seeheim-Jugenheim;24;NONE
Groß-Gerau;Steinbach am Taunus;36;K62
Groß-Gerau;Taunusstein;39;K62
Groß-Gerau;Trebur;7;NONE
Groß-Gerau;Weiterstadt;9;K62
Groß-Gerau;Wiesbaden;28;K62
Groß-Gerau;Worms;41;NONE
Groß-Umstadt;Groß-Zimmern;9;NONE
Groß-Umstadt;Großostheim;16;NONE
Groß-Umstadt;Hanau;37;X09
Groß-Umstadt;Heppenheim;49;NONE
Groß-Umstadt;Heusenstamm;29;X09
Groß-Umstadt;Höchst im Odenwald;10;X09
Groß-Umstadt;Maintal;44;X09
Groß-Umstadt;Michelstadt;25;X09
Groß-Umstadt;Mörfelden-Walldorf;39;X09
Groß-Umstadt;Mörlenbach;39;X09
Groß-Umstadt;Neu Isenburg;33;NONE
Groß-Umstadt;Ober-Ramstadt;16;X09
Groß-Umstadt;Obertshausen;34;X09
Groß-Umstadt;Pfungstadt;31;X09
Groß-Umstadt;Reinheim;10;X09
Groß-Umstadt;Rodenbach;44;X09
Groß-Umstadt;Rodgau;25;X09
Groß-Umstadt;Roßdorf;15;X09
Groß-Umstadt;Seeheim-Jugenheim;30;X09
Groß-Umstadt;Seligenstadt;23;NONE
Groß-Umstadt;Wald-Michelbach;39;NONE
Groß-Umstadt;Weiterstadt;28;NONE
Groß-Zimmern;Großostheim;21;K62
Groß-Zimmern;Hanau;35;K62
Groß-Zimmern;Hattersheim;49;NONE
Groß-Zimmern;Heppenheim;43;NONE
Groß-Zimmern;Heusenstamm;26;K62
Groß-Zimmern;Höchst im Odenwald;18;NONE
Groß-Zimmern;Kelsterbach;44;K62
Groß-Zimmern;Lorsch;42;K62
Groß-Zimmern;Maintal;42;K62
Groß-Zimmern;Michelstadt;32;K62
Groß-Zimmern;Mörfelden-Walldorf;31;NONE
Groß-Zimmern;Mörlenbach;40;K62
Groß-Zimmern;Nauheim;35;K62
Groß-Zimmern;Neu Isenburg;31;K62
Groß-Zimmern;Ober-Ramstadt;10;NONE
Groß-Zimmern;Obertshausen;32;NONE
Groß-Zimmern;Pfungstadt;23;K62
Groß-Zimmern;Raunheim;45;K62
Groß-Zimmern;Reinheim;6;K62
Groß-Zimmern;Rodenbach;41;NONE
Groß-Zimmern;Rodgau;22;K62
Groß-Zimmern;Roßdorf;6;NONE
Groß-Zimmern;Rüsselsheim;41;K62
Groß-Zimmern;Seeheim-Jugenheim;24;K62
Groß-Zimmern;Seligenstadt;27;K62
Groß-Zimmern;Trebur;37;NONE
Groß-Zimmern;Wald-Michelbach;40;NONE
Groß-Zimmern;Weiterstadt;20;K62
Großbeeren;Hennigsdorf;38;NONE
Großbeeren;Hohen Neuendorf;38;NONE
Großbeeren;Hoppegarten;38;F24
Großbeeren;Königs Wusterhausen;27;NONE
Großbeeren;Luckenwalde;38;F24
Großbeeren;Ludwigsfelde;9;NONE
Großbeeren;Michendorf;26;F24
Großbeeren;Mittenwalde;20;NONE
Großbeeren;Potsdam;19;NONE
Großbeeren;Rangsdorf;16;NONE
Großbeeren;Schildow;36;F24
Großbeeren;Schulzendorf;26;F24
Großbeeren;Schönefeld;17;F24
Großbeeren;Stahnsdorf;10;NONE
Großbeeren;Teltow;7;NONE
Großbeeren;Trebbin;21;F24
Großbeeren;Wildau;27;F24
Großbeeren;Woltersdorf;40;NONE
Großbeeren;Wustermark;44;F24
Großbeeren;Zeuthen;28;NONE
Großbeeren;Zossen;23;F24
Großbreitenbach;Hildburghausen;33;X09
Großbreitenbach;Ilmenau;18;NONE
Großbreitenbach;Kurort Steinbach-Hallenberg;50;X09
Großbreitenbach;Königsee;14;X09
Großbreitenbach;Neuhaus am Rennweg;18;NONE
Großbreitenbach;Neustadt bei Coburg;39;NONE
Großbreitenbach;Ohrdruf;45;X09
Großbreitenbach;Rudolstadt;36;NONE
Großbreitenbach;Saalfeld;41;X09
Großbreitenbach;Schleusingen;27;X09
Großbreitenbach;Sonneberg;42;X09
Großbreitenbach;Stadtilm;30;X09
Großbreitenbach;Suhl;32;NONE
Großbreitenbach;Unterwellenborn;42;X09
Großbreitenbach;Zella-Mehlis;39;X09
Großburgwedel;Hambühren;22;NONE
Großburgwedel;Hannover;24;F23
Großburgwedel;Harsum;42;F23
Großburgwedel;Hemmingen;29;NONE
Großburgwedel;Ilsede;44;F23
Großburgwedel;Isernhagen-Süd;10;F23
Großburgwedel;Laatzen;27;F23
Großburgwedel;Langenhagen;11;F23
Großburgwedel;Lehrte;21;NONE
Großburgwedel;Neustadt am Rübenberge;37;F23
Großburgwedel;Pattensen;33;NONE
Großburgwedel;Peine;40;NONE
Großburgwedel;Ronnenberg;32;F23
Großburgwedel;Sarstedt;34;F23
Großburgwedel;Seelze;28;NONE
Großburgwedel;Sehnde;26;F23
Großburgwedel;Uetze;26;NONE
Großburgwedel;Wennigsen;41;F23
Großburgwedel;Wunstorf;36;NONE
Großenhain;Gröditz;19;NONE
Großenhain;Klipphausen;31;F24
Großenhain;Lauchhammer;42;F24
Großenhain;Meißen;16;F24
Großenhain;Nossen;38;NONE
Großenhain;Oschatz;38;F24
Großenhain;Radeberg;37;F24
Großenhain;Radebeul;26;F24
Großenhain;Riesa;22;NONE
Großenhain;Schwarzheide;38;NONE
Großenhain;Weinböhla;16;NONE
Großenhain;Wilsdruff;33;NONE
Großenkneten;Hatten;9;F23
Großenkneten;Hude;29;F23
Großenkneten;Lohne;38;NONE
Großenkneten;Oldenburg;27;F23
Großenkneten;Rastede;42;NONE
Großenkneten;Stuhr;43;F23
Großenkneten;Twistringen;37;NONE
Großenkneten;Vechta;29;NONE
Großenkneten;Visbek;17;F23
Großenkneten;Wardenburg;15;NONE
Großenkneten;Wildeshausen;15;F23
Großhansdorf;Halstenbek;35;A38
Großhansdorf;Hamburg;28;A38
Großhansdorf;Henstedt-Ulzburg;31;A38
Großhansdorf;Kaltenkirchen;36;A38
Großhansdorf;Mölln;35;NONE
Großhansdorf;Norderstedt;24;NONE
Großhansdorf;Oststeinbek;20;A38
Großhansdorf;Pinneberg;39;A38
Großhansdorf;Quickborn;33;A38
Großhansdorf;Ratzeburg;41;A38
Großhansdorf;Reinbek;22;A38
Großhansdorf;Reinfeld;31;NONE
Großhansdorf;Rellingen;37;NONE
Großhansdorf;Schenefeld;37;NONE
Großhansdorf;Schwarzenbek;29;NONE
Großhansdorf;Stelle;51;NONE
Großhansdorf;Stockelsdorf;42;A38
Großhansdorf;Tangstedt;19;NONE
Großhansdorf;Trittau;15;A38
Großhansdorf;Wahlstedt;44;NONE
Großhansdorf;Wentorf bei Hamburg;24;A38
Großhansdorf;Winsen;58;A38
Großostheim;Hanau;35;X09
Großostheim;Heusenstamm;35;X09
Großostheim;Höchst im Odenwald;19;X09
Großostheim;Langenselbold;38;NONE
Großostheim;Maintal;44;NONE
Großostheim;Michelstadt;33;NONE
Großostheim;Neu Isenburg;41;NONE
Großostheim;Ober-Ramstadt;32;NONE
Großostheim;Obertshausen;33;X09
Großostheim;Reinheim;25;NONE
Großostheim;Rodenbach;38;NONE
Großostheim;Rodgau;22;NONE
Großostheim;Roßdorf;28;NONE
Großostheim;Seligenstadt;20;NONE
Großostheim;Weiterstadt;41;X09
Großrosseln;Heusweiler;20;NONE
Großrosseln;Illingen;31;K62
Großrosseln;Kirkel;40;K62
Großrosseln;Kleinblittersdorf;27;K62
Großrosseln;Lebach;29;K62
Großrosseln;Marpingen;43;K62
Großrosseln;Merchweiler;29;NONE
Großrosseln;Merzig;37;K62
Großrosseln;Nalbach;30;K62
Großrosseln;Neunkirchen;37;K62
Großrosseln;Ottweiler;42;NONE
Großrosseln;Püttlingen;12;K62
Großrosseln;Quierschied;27;K62
Großrosseln;Rehlingen-Siersburg;27;K62
Großrosseln;Riegelsberg;15;K62
Großrosseln;Saarbrücken;18;NONE
Großrosseln;Saarlouis;18;K62
Großrosseln;Saarwellingen;22;NONE
Großrosseln;Sankt Ingbert;30;K62
Großrosseln;Schiffweiler;34;K62
Großrosseln;Schmelz;36;K62
Großrosseln;Schwalbach;13;K62
Großrosseln;Spiesen-Elversberg;32;K62
Großrosseln;Sulzbach;25;NONE
Großrosseln;Tholey;46;NONE
Großrosseln;Völklingen;8;NONE
Großrosseln;Wadern;50;K62
Großrosseln;Wadgassen;11;NONE
Großrosseln;Wallerfangen;19;K62
Großrosseln;Überherrn;16;K62
Großräschen;Hoyerswerda;33;NONE
Großräschen;Kolkwitz;35;NONE
Großräschen;Lauchhammer;21;F24
Großräschen;Lübbenau/Spreewald;41;F24
Großräschen;Neuhausen;36;NONE
Großräschen;Schipkau;11;F24
Großräschen;Schwarzheide;20;NONE
Großräschen;Senftenberg;16;NONE
Großräschen;Spremberg;33;NONE
Großräschen;Vetschau/Spreewald;27;NONE
Gräfenhainichen;Landsberg;36;F24
Gräfenhainichen;Wittenberg;30;F24
Gröbenzell;Haar;44;X09
Gröbenzell;Ismaning;28;NONE
Gröbenzell;Karlsfeld;10;X09
Gröbenzell;München;22;NONE
Gröbenzell;Neufahrn bei Freising;31;NONE
Gröbenzell;Olching;6;X09
Gröbenzell;Ottobrunn;34;X09
Gröbenzell;Poing;47;NONE
Gröbenzell;Puchheim;9;X09
Gröbenzell;Starnberg;30;NONE
Gröbenzell;Taufkirchen;31;NONE
Gröbenzell;Unterhaching;29;X09
Gröbenzell;Unterschleißheim;21;X09
Gröbenzell;Vaterstetten;45;NONE
Gröbenzell;Wolfratshausen;47;NONE
Gröditz;Herzberg;39;NONE
Gröditz;Lauchhammer;30;F24
Gröditz;Meißen;33;NONE
Gröditz;Oschatz;35;F24
Gröditz;Riesa;20;NONE
Gröditz;Schipkau;42;NONE
Gröditz;Schwarzheide;33;F24
Gröditz;Weinböhla;33;NONE
Grömitz;Heiligenhafen;33;A38
Grömitz;Lensahn;14;A38
Grömitz;Lütjenburg;36;NONE
Grömitz;Malente;36;NONE
Grömitz;Neustadt in Holstein;12;A38
Grömitz;Oldenburg in Holstein;22;NONE
Grömitz;Plön;44;A38
Grömitz;Ratekau;35;A38
Grömitz;Scharbeutz;27;A38
Grömitz;Süsel;21;A38
Grömitz;Timmendorfer Strand;32;A38
Grünberg;Hungen;17;X09
Grünberg;Kirchhain;31;X09
Grünberg;Langgöns;31;X09
Grünberg;Lauterbach;38;X09
Grünberg;Lich;16;X09
Grünberg;Lollar;28;X09
Grünberg;Marburg;33;X09
Grünberg;Nidda;27;NONE
Grünberg;Reiskirchen;11;X09
Grünberg;Schotten;23;NONE
Grünberg;Stadtallendorf;33;NONE
Grünberg;Wetzlar;43;X09
Grünheide;Hoppegarten;21;NONE
Grünheide;Königs Wusterhausen;25;F24
Grünheide;Mittenwalde;35;F24
Grünheide;Müncheberg;26;NONE
Grünheide;Rangsdorf;39;NONE
Grünheide;Rehfelde;14;F24
Grünheide;Schulzendorf;21;F24
Grünheide;Schönefeld;29;NONE
Grünheide;Strausberg;21;F24
Grünheide;Werneuchen;37;NONE
Grünheide;Wildau;23;F24
Grünheide;Woltersdorf;8;NONE
Grünheide;Zeuthen;19;F24
Grünheide;Zossen;42;NONE
Grünstadt;Haßloch;31;K62
Grünstadt;Heppenheim;44;K62
Grünstadt;Kaiserslautern;38;K62
Grünstadt;Lampertheim;29;K62
Grünstadt;Limburgerhof;32;K62
Grünstadt;Lorsch;34;K62
Grünstadt;Ludwigshafen;27;NONE
Grünstadt;Mannheim;29;K62
Grünstadt;Mutterstadt;28;NONE
Grünstadt;Schifferstadt;34;NONE
Grünstadt;Speyer;43;NONE
Grünstadt;Viernheim;38;K62
Grünstadt;Worms;19;K62
Gummersbach;Hennef;44;NONE
Gummersbach;Kreuztal;42;F23
Gummersbach;Lohmar;45;NONE
Gummersbach;Lüdenscheid;33;NONE
Gummersbach;Overath;28;F23
Gummersbach;Plettenberg;43;F23
Gummersbach;Remscheid;40;F23
Gummersbach;Rösrath;40;NONE
Gummersbach;Schwelm;44;F23
Gummersbach;Wermelskirchen;38;F23
Gummersbach;Wiehl;15;NONE
Gunzenhausen;Pappenheim;27;NONE
Gunzenhausen;Roth;35;X09
Gunzenhausen;Schwabach;33;NONE
Gunzenhausen;Weißenburg;21;X09
Göppingen;Kirchheim unter Teck;19;NONE
Göppingen;Metzingen;42;NONE
Göppingen;Nürtingen;30;X09
Göppingen;Ostfildern;33;NONE
Göppingen;Schorndorf;19;X09
Göppingen;Schwäbisch Gmünd;20;X09
Göppingen;Waiblingen;36;NONE
Göppingen;Wendlingen am Neckar;24;X09
Göppingen;Winnenden;35;NONE
Görlitz;Löbau;27;F24
Görlitz;Zittau;40;NONE
Göttingen;Hannoversch Münden;29;NONE
Göttingen;Heilbad Heiligenstadt;27;NONE
Göttingen;Herzberg am Harz;35;F23
Göttingen;Leinefelde;43;NONE
Göttingen;Northeim;23;NONE
Göttingen;Osterode;41;F23
Göttingen;Rosdorf;7;F23
Göttingen;Uslar;34;NONE
Göttingen;Witzenhausen;28;F23
Günzburg;Heidenheim;34;NONE
Günzburg;Illertissen;37;X09
Günzburg;Langenau;15;X09
Günzburg;Neu-Ulm;24;X09
Günzburg;Senden;27;X09
Günzburg;Ulm;25;NONE
Gütersloh;Harsewinkel;13;NONE
Gütersloh;Herford;36;F23
Gütersloh;Hilter;36;NONE
Gütersloh;Lage;38;F23
Gütersloh;Lippstadt;31;F23
Gütersloh;Melle;38;F23
Gütersloh;Oelde;21;F23
Gütersloh;Paderborn;36;F23
Gütersloh;Rheda-Wiedenbrück;10;F23
Gütersloh;Rietberg;15;F23
Gütersloh;Salzkotten;36;F23
Gütersloh;Schloß Holte-Stukenbrock;19;NONE
Gütersloh;Verl;11;F23
Gütersloh;Warendorf;31;F23
Haan;Hattingen;36;NONE
Haan;Heiligenhaus;28;F23
Haan;Hilden;4;F23
Haan;Hürth;40;F23
Haan;Kaarst;35;NONE
Haan;Korschenbroich;42;NONE
Haan;Langenfeld;8;F23
Haan;Leichlingen;7;NONE
Haan;Leverkusen;17;F23
Haan;Meerbusch;30;F23
Haan;Mettmann;15;NONE
Haan;Mülheim;36;F23
Haan;Neuss;24;NONE
Haan;Overath;48;F23
Haan;Pulheim;34;NONE
Haan;Ratingen;23;F23
Haan;Remscheid;19;F23
Haan;Rösrath;40;NONE
Haan;Schwelm;28;F23
Haan;Solingen;7;NONE
Haan;Velbert;24;F23
Haan;Wermelskirchen;23;NONE
Haan;Willich;38;F23
Haan;Wuppertal;21;F23
Haar;Holzkirchen;30;NONE
Haar;Ismaning;20;X09
Haar;Karlsfeld;33;X09
Haar;München;13;NONE
Haar;Neufahrn bei Freising;32;NONE
Haar;Olching;49;NONE
Haar;Ottobrunn;6;X09
Haar;Poing;14;X09
Haar;Puchheim;35;X09
Haar;Starnberg;39;NONE
Haar;Taufkirchen;11;X09
Haar;Unterhaching;11;X09
Haar;Unterschleißheim;31;X09
Haar;Vaterstetten;4;X09
Haar;Wolfratshausen;38;NONE
Hadamar;Haiger;41;NONE
Hadamar;Herborn;40;K62
Hadamar;Idstein;38;K62
Hadamar;Koblenz;41;K62
Hadamar;Limburg;10;K62
Hadamar;Montabaur;20;K62
Hadamar;Weilburg;20;K62
Hadamar;Wetzlar;40;NONE
Hagen im Bremischen;Hude;38;NONE
Hagen im Bremischen;Langen;33;A38
Hagen im Bremischen;Loxstedt;16;A38
Hagen im Bremischen;Nordenham;32;NONE
Hagen im Bremischen;Osterholz-Scharmbeck;22;NONE
Hagen im Bremischen;Rastede;43;A38
Hagen im Bremischen;Ritterhude;24;A38
Hagen im Bremischen;Schiffdorf;25;A38
Hagen im Bremischen;Schwanewede;17;NONE
Hagen im Bremischen;Varel;49;A38
Hagen;Hattingen;29;F23
Hagen;Hemer;22;NONE
Hagen;Herne;35;NONE
Hagen;Iserlohn;16;F23
Hagen;Kamen;32;F23
Hagen;Lüdenscheid;25;F23
Hagen;Lünen;35;NONE
Hagen;Oer-Erkenschwick;47;F23
Hagen;Plettenberg;50;NONE
Hagen;Recklinghausen;40;NONE
Hagen;Remscheid;39;F23
Hagen;Schwelm;26;NONE
Hagen;Schwerte;15;F23
Hagen;Unna;27;NONE
Hagen;Velbert;39;F23
Hagen;Waltrop;42;F23
Hagen;Wermelskirchen;42;NONE
Hagen;Werne an der Lippe;45;F23
Hagen;Wetter (Ruhr);10;F23
Hagen;Witten;17;F23
Hagen;Wuppertal;29;F23
Hagenow;Ludwigslust;29;A38
Hagenow;Schwerin;32;A38
Haiger;Herborn;12;NONE
Haiger;Kreuztal;38;K62
Haiger;Siegen;26;NONE
Haiger;Weilburg;35;K62
Haiger;Wetzlar;37;NONE
Halberstadt;Oschersleben;23;NONE
Halberstadt;Osterwieck;27;F24
Halberstadt;Quedlinburg;14;NONE
Halberstadt;Schöningen;39;NONE
Halberstadt;Thale;22;F24
Halberstadt;Wanzleben;37;F24
Halberstadt;Wernigerode;21;F24
Haldensleben;Helmstedt;35;F24
Haldensleben;Magdeburg;25;F24
Haldensleben;Oschersleben;41;F24
Haldensleben;Tangerhütte;42;NONE
Haldensleben;Wanzleben;30;NONE
Haldensleben;Wolmirstedt;17;F24
Halle-Neustadt;Hettstedt;42;F24
Halle-Neustadt;Köthen;36;F24
Halle-Neustadt;Landsberg;21;NONE
Halle-Neustadt;Leuna;23;NONE
Halle-Neustadt;Markranstädt;38;NONE
Halle-Neustadt;Merseburg;18;F24
Halle-Neustadt;Querfurt;32;F24
Halle-Neustadt;Schkeuditz;28;NONE
Halle-Neustadt;Schkopau;16;F24
Halle-Neustadt;Teutschenthal;11;NONE
Halle-Neustadt;Weißenfels;33;NONE
Halle;Halle-Neustadt;4;NONE
Halle;Köthen;33;NONE
Halle;Landsberg;18;NONE
Halle;Leipzig;37;NONE
Halle;Leuna;22;NONE
Halle;Markranstädt;35;NONE
Halle;Merseburg;17;NONE
Halle;Querfurt;36;NONE
Halle;Schkeuditz;25;NONE
Halle;Schkopau;15;F24
Halle;Teutschenthal;14;NONE
Halle;Weißenfels;34;NONE
Halstenbek;Hamburg;17;NONE
Halstenbek;Harsefeld;52;A38
Halstenbek;Henstedt-Ulzburg;29;A38
Halstenbek;Horst;27;A38
Halstenbek;Jork;36;NONE
Halstenbek;Kaltenkirchen;33;NONE
Halstenbek;Neu Wulmstorf;29;A38
Halstenbek;Norderstedt;17;A38
Halstenbek;Oststeinbek;30;A38
Halstenbek;Pinneberg;5;A38
Halstenbek;Quickborn;13;A38
Halstenbek;Reinbek;34;A38
Halstenbek;Rellingen;3;A38
Halstenbek;Schenefeld;4;NONE
Halstenbek;Seevetal;36;NONE
Halstenbek;Stade;58;A38
Halstenbek;Stelle;43;A38
Halstenbek;Tangstedt;24;A38
Halstenbek;Tornesch;14;A38
Halstenbek;Uetersen;18;NONE
Halstenbek;Wedel;15;A38
Halstenbek;Wentorf bei Hamburg;36;A38
Hamburg;Harsefeld;49;NONE
Hamburg;Henstedt-Ulzburg;32;A38
Hamburg;Jork;32;NONE
Hamburg;Kaltenkirchen;37;A38
Hamburg;Neu Wulmstorf;26;A38
Hamburg;Norderstedt;20;NONE
Hamburg;Oststeinbek;13;A38
Hamburg;Pinneberg;19;NONE
Hamburg;Quickborn;23;A38
Hamburg;Reinbek;18;A38
Hamburg;Rellingen;19;A38
Hamburg;Schenefeld;15;A38
Hamburg;Schwarzenbek;38;NONE
Hamburg;Seevetal;24;NONE
Hamburg;Stelle;29;A38
Hamburg;Tangstedt;24;NONE
Hamburg;Tornesch;30;NONE
Hamburg;Trittau;32;A38
Hamburg;Uetersen;34;NONE
Hamburg;Wedel;21;A38
Hamburg;Wentorf bei Hamburg;20;A38
Hamburg;Winsen;36;NONE
Hambühren;Lehrte;39;NONE
Hambühren;Uetze;29;NONE
Hameln;Hemmingen;42;F23
Hameln;Hessisch Oldendorf;12;NONE
Hameln;Holzminden;44;F23
Hameln;Lemgo;37;NONE
Hameln;Nordstemmen;37;F23
Hameln;Pattensen;37;F23
Hameln;Porta Westfalica;40;F23
Hameln;Rinteln;25;F23
Hameln;Ronnenberg;37;F23
Hameln;Springe;20;NONE
Hameln;Stadthagen;39;NONE
Hameln;Wennigsen;33;NONE
Hamm;Hemer;41;F23
Hamm;Iserlohn;50;F23
Hamm;Kamen;16;F23
Hamm;Lünen;24;F23
Hamm;Münster;37;NONE
Hamm;Oelde;34;NONE
Hamm;Schwerte;38;NONE
Hamm;Selm;27;F23
Hamm;Soest;27;F23
Hamm;Unna;21;NONE
Hamm;Waltrop;34;F23
Hamm;Warendorf;37;F23
Hamm;Werl;18;NONE
Hamm;Werne an der Lippe;15;NONE
Hamminkeln;Kamp-Lintfort;31;F23
Hamminkeln;Kevelaer;39;F23
Hamminkeln;Kleve;43;F23
Hamminkeln;Moers;38;F23
Hamminkeln;Oberhausen;35;NONE
Hamminkeln;Rheinberg;26;NONE
Hamminkeln;Voerde;19;NONE
Hamminkeln;Wesel;9;F23
Hanau;Hattersheim;42;K62
Hanau;Heusenstamm;16;NONE
Hanau;Hofheim;38;K62
Hanau;Karben;18;NONE
Hanau;Kelkheim (Taunus);39;K62
Hanau;Kelsterbach;37;NONE
Hanau;Kriftel;43;K62
Hanau;Kronberg;37;K62
Hanau;Königstein im Taunus;44;K62
Hanau;Langenselbold;13;K62
Hanau;Maintal;7;K62
Hanau;Mörfelden-Walldorf;36;K62
Hanau;Neu Isenburg;25;K62
Hanau;Neu-Anspach;42;K62
Hanau;Nidda;43;K62
Hanau;Nidderau;18;NONE
Hanau;Obertshausen;12;NONE
Hanau;Oberursel;34;NONE
Hanau;Reinheim;39;K62
Hanau;Rodenbach;11;NONE
Hanau;Rodgau;15;NONE
Hanau;Rosbach vor der Höhe;30;K62
Hanau;Roßdorf;38;K62
Hanau;Seligenstadt;16;K62
Hanau;Steinbach am Taunus;31;K62
Hanau;Weiterstadt;49;K62
Hanau;Wächtersbach;36;NONE
Handewitt;Harrislee;8;A38
Handewitt;Leck;25;A38
Handewitt;Niebüll;36;NONE
Handewitt;Schleswig;40;NONE
Handewitt;Süderbrarup;41;NONE
Handewitt;Tarp;14;NONE
Hannover;Harsum;29;F23
Hannover;Hemmingen;5;NONE
Hannover;Hildesheim;32;NONE
Hannover;Ilsede;39;NONE
Hannover;Isernhagen-Süd;13;F23
Hannover;Laatzen;9;NONE
Hannover;Langenhagen;9;F23
Hannover;Lehrte;20;F23
Hannover;Neustadt am Rübenberge;25;F23
Hannover;Nordstemmen;28;NONE
Hannover;Pattensen;13;F23
Hannover;Ronnenberg;8;F23
Hannover;Sarstedt;20;F23
Hannover;Seelze;10;F23
Hannover;Sehnde;21;F23
Hannover;Springe;26;F23
Hannover;Stadthagen;39;F23
Hannover;Uetze;39;F23
Hannover;Wennigsen;17;F23
Hannover;Wunstorf;24;NONE
Hannoversch Münden;Heilbad Heiligenstadt;42;F23
Hannoversch Münden;Hessisch Lichtenau;37;NONE
Hannoversch Münden;Hofgeismar;26;F23
Hannoversch Münden;Kassel;21;F23
Hannoversch Münden;Kaufungen;23;F23
